Müügiloa number;Müügiloa staatus;H/V;Pakendikood;Ravimi nimetus;Ravimi tugevus;Ravimvorm;ATC kood;Toimeaine;Pakendi suurus;Müügiloa hoidja organisatsioon;Müügiloa hoidja organisatsiooni ORG ID;Müügiloa kehtivuse alguse kuupäev;Müügiloa kehtivuse lõpu kuupäev;Ravimikaardi number;Ravimikaardi staatus;Ravimi liik;Täiendav järelevalve;Erandid pakendi nõuetest;Toodetud ravimvorm;Manustatav ravimvorm;Ravimis sisalduv toimeaine;Ravimis sisalduva toimeaine tugevus;Referentstoimeaine;Referentstoimeaine tugevus;Manustamisviisid;Seade pakendis;Kõlblikkusaeg;Säilitustingimused;PD pakend;Sisepakendi liik;Sisepakendi materjal;Pakendi komponendi liik;Pakendi komponendi materjal;Müügiloa liik;Müügiloa hoidja organisatsiooni asukoht;Müügiloa hoidja organisatsiooni asukoha LOC ID;ML juhtumi taotluse liik;Juhtumi staatus;Müügiloa taotluse protseduuri number;Esitamise kuupäev;Otsuse kuupäev;Juhtumi lõpu kuupäev
730511;Valid;H;1453047;SANORAL HCT;5mg, 25mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;7 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13642;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 25mg, 40mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;pudel;High Density PolyEthylene;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730411;Valid;H;1503616;SANORAL HCT;5mg, 20mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;84 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13643;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 20mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;pudel;High Density PolyEthylene;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730411;Valid;H;1452495;SANORAL HCT;5mg, 20mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;28 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13643;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 20mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730411;Valid;H;1452462;SANORAL HCT;5mg, 20mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;7 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13643;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 20mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;pudel;High Density PolyEthylene;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730411;Valid;H;1452529;SANORAL HCT;5mg, 20mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;56 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13643;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 20mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730411;Valid;H;1452530;SANORAL HCT;5mg, 20mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;90 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13643;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 20mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride, High Density PolyEthylene;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730411;Valid;H;1452507;SANORAL HCT;5mg, 20mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;30 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13643;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 20mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, High Density PolyEthylene, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730411;Valid;H;1452518;SANORAL HCT;5mg, 20mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;50 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13643;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 20mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730411;Valid;H;1452552;SANORAL HCT;5mg, 20mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;280 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13643;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 20mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730411;Valid;H;1452563;SANORAL HCT;5mg, 20mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;300 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13643;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 20mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730411;Valid;H;1453362;SANORAL HCT;5mg, 20mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;500 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13643;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 20mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730411;Valid;H;1452484;SANORAL HCT;5mg, 20mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;14 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13643;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 20mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730411;Valid;H;1452473;SANORAL HCT;5mg, 20mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;10 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13643;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 20mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730411;Valid;H;1452541;SANORAL HCT;5mg, 20mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;98 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13643;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 20mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730311;Valid;H;1452776;SANORAL HCT;5mg, 40mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;300 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13644;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 40mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730311;Valid;H;1453351;SANORAL HCT;5mg, 40mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;500 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13644;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 40mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730311;Valid;H;1452754;SANORAL HCT;5mg, 40mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;98 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13644;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 40mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730311;Valid;H;1452675;SANORAL HCT;5mg, 40mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;7 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13644;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 40mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;pudel;High Density PolyEthylene;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730311;Valid;H;1503627;SANORAL HCT;5mg, 40mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;84 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13644;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 40mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;pudel;High Density PolyEthylene;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730311;Valid;H;1452710;SANORAL HCT;5mg, 40mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;30 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13644;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 40mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;High Density PolyEthylene, Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730311;Valid;H;1452721;SANORAL HCT;5mg, 40mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;50 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13644;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 40mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730311;Valid;H;1452732;SANORAL HCT;5mg, 40mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;56 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13644;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 40mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730311;Valid;H;1452743;SANORAL HCT;5mg, 40mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;90 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13644;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 40mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;High Density PolyEthylene, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730311;Valid;H;1452765;SANORAL HCT;5mg, 40mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;280 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13644;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 40mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730311;Valid;H;1452697;SANORAL HCT;5mg, 40mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;14 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13644;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 40mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730311;Valid;H;1452709;SANORAL HCT;5mg, 40mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;28 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13644;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 40mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730311;Valid;H;1452686;SANORAL HCT;5mg, 40mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;10 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13644;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;5mg, 40mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730211;Valid;H;1452888;SANORAL HCT;12.5mg, 40mg, 10mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;50 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13641;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;12.5mg, 40mg, 10mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730211;Valid;H;1453317;SANORAL HCT;12.5mg, 40mg, 10mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;500 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13641;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;12.5mg, 40mg, 10mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730211;Valid;H;1503638;SANORAL HCT;12.5mg, 40mg, 10mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;84 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13641;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;12.5mg, 40mg, 10mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;pudel;High Density PolyEthylene;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730211;Valid;H;1452899;SANORAL HCT;12.5mg, 40mg, 10mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;56 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13641;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;12.5mg, 40mg, 10mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730211;Valid;H;1452901;SANORAL HCT;12.5mg, 40mg, 10mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;90 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13641;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;12.5mg, 40mg, 10mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;High Density PolyEthylene, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
